iter	Passed	Remaining
1667	42171	8393
1668	42198	8368
1669	42223	8343
1670	42246	8317
1671	42269	8292
1672	42297	8267
1673	42320	8241
1674	42346	8216
1675	42372	8191
1676	42396	8165
1677	42418	8139
1678	42440	8113
1679	42465	8088
1680	42489	8063
1681	42510	8037
1682	42532	8011
1683	42552	7984
1684	42577	7959
1685	42602	7934
1686	42621	7907
1687	42644	7882
1688	42671	7857
1689	42698	7832
1690	42724	7807
1691	42749	7781
1692	42772	7756
1693	42792	7729
1694	42815	7704
1695	42841	7679
1696	42864	7653
1697	42884	7627
1698	42909	7601
1699	42935	7576
1700	42960	7551
1701	42985	7526
1702	43008	7500
1703	43032	7475
1704	43054	7449
1705	43085	7425
1706	43112	7400
1707	43143	7375
1708	43167	7350
1709	43193	7325
1710	43217	7299
1711	43242	7274
1712	43264	7248
1713	43286	7222
1714	43308	7196
1715	43334	7171
1716	43359	7146
1717	43383	7121
1718	43403	7095
1719	43427	7069
1720	43450	7044
1721	43471	7018
1722	43494	6992
1723	43519	6967
1724	43543	6941
1725	43566	6916
1726	43588	6890
1727	43612	6864
1728	43632	6838
1729	43655	6813
1730	43674	6787
1731	43699	6761
1732	43725	6736
1733	43750	6711
1734	43773	6685
1735	43793	6659
1736	43815	6634
1737	43841	6609
1738	43865	6583
1739	43886	6557
1740	43910	6532
1741	43930	6506
1742	43951	6480
1743	43972	6454
1744	43995	6429
1745	44015	6403
1746	44038	6377
1747	44059	6351
1748	44081	6326
1749	44105	6300
1750	44129	6275
1751	44153	6250
1752	44179	6224
1753	44203	6199
1754	44225	6173
1755	44249	6148
1756	44272	6123
1757	44295	6097
1758	44318	6072
1759	44342	6046
1760	44366	6021
1761	44397	5996
1762	44432	5973
1763	44461	5948
1764	44487	5923
1765	44511	5897
1766	44538	5872
1767	44564	5847
1768	44589	5822
1769	44614	5797
1770	44638	5772
1771	44663	5746
1772	44687	5721
1773	44711	5696
1774	44737	5670
1775	44763	5645
1776	44789	5620
1777	44813	5595
1778	44838	5570
1779	44863	5544
1780	44887	5519
1781	44912	5494
1782	44939	5469
1783	44966	5444
1784	44995	5419
1785	45022	5394
1786	45049	5369
1787	45078	5344
1788	45109	5320
1789	45135	5295
1790	45162	5270
1791	45194	5245
1792	45217	5220
1793	45242	5195
1794	45268	5169
1795	45289	5144
1796	45314	5119
1797	45340	5093
1798	45369	5069
1799	45394	5043
1800	45422	5018
1801	45450	4994
1802	45475	4968
1803	45501	4943
1804	45526	4918
1805	45550	4892
1806	45574	4867
1807	45596	4842
1808	45620	4816
1809	45644	4791
1810	45668	4766
1811	45692	4740
1812	45719	4715
1813	45742	4690
1814	45765	4664
1815	45789	4639
1816	45812	4613
1817	45836	4588
1818	45861	4563
1819	45889	4538
1820	45918	4513
1821	45944	4488
1822	45968	4463
1823	45994	4438
1824	46021	4413
1825	46047	4387
1826	46073	4362
1827	46100	4337
1828	46126	4312
1829	46155	4287
1830	46178	4262
1831	46202	4236
1832	46227	4211
1833	46252	4186
1834	46276	4161
1835	46304	4136
1836	46342	4112
1837	46368	4086
1838	46392	4061
1839	46415	4036
1840	46437	4010
1841	46463	3985
1842	46485	3960
1843	46509	3934
1844	46533	3909
1845	46554	3883
1846	46576	3858
1847	46600	3832
1848	46625	3807
1849	46649	3782
1850	46671	3756
1851	46694	3731
1852	46719	3706
1853	46742	3680
1854	46768	3655
1855	46792	3630
1856	46817	3605
1857	46843	3580
1858	46889	3556
1859	46933	3532
1860	46976	3508
1861	47006	3483
1862	47037	3459
1863	47065	3433
1864	47091	3408
1865	47119	3383
1866	47145	3358
1867	47175	3333
1868	47222	3309
1869	47247	3284
1870	47276	3259
1871	47308	3234
1872	47340	3209
1873	47370	3184
1874	47394	3159
1875	47419	3134
1876	47444	3109
1877	47466	3083
1878	47489	3058
1879	47513	3032
1880	47536	3007
1881	47564	2982
1882	47593	2957
1883	47622	2932
1884	47651	2907
1885	47677	2881
1886	47701	2856
1887	47733	2831
1888	47758	2806
1889	47783	2781
1890	47811	2755
1891	47835	2730
1892	47862	2705
1893	47886	2680
1894	47913	2654
1895	47936	2629
1896	47960	2604
1897	47983	2578
1898	48008	2553
1899	48036	2528
1900	48060	2502
1901	48084	2477
1902	48109	2452
1903	48134	2426
1904	48155	2401
1905	48178	2376
1906	48204	2350
1907	48231	2325
1908	48256	2300
1909	48282	2275
1910	48308	2249
1911	48333	2224
1912	48356	2199
1913	48381	2173
1914	48404	2148
1915	48428	2123
1916	48450	2097
1917	48473	2072
1918	48495	2046
1919	48516	2021
1920	48539	1996
1921	48559	1970
1922	48582	1945
1923	48605	1919
1924	48628	1894
1925	48653	1869
1926	48678	1844
1927	48700	1818
1928	48723	1793
1929	48744	1767
1930	48767	1742
1931	48789	1717
1932	48810	1691
1933	48833	1666
1934	48856	1641
1935	48878	1615
1936	48900	1590
1937	48921	1565
1938	48942	1539
1939	48966	1514
1940	48989	1489
1941	49013	1463
1942	49032	1438
1943	49053	1413
1944	49075	1387
1945	49099	1362
1946	49120	1337
1947	49140	1311
1948	49162	1286
1949	49185	1261
1950	49208	1235
1951	49232	1210
1952	49255	1185
1953	49278	1160
1954	49301	1134
1955	49324	1109
1956	49348	1084
1957	49372	1059
1958	49395	1033
1959	49415	1008
1960	49440	983
1961	49465	958
1962	49485	932
1963	49507	907
1964	49530	882
1965	49551	856
1966	49572	831
1967	49594	806
1968	49618	781
1969	49638	755
1970	49663	730
1971	49690	705
1972	49714	680
1973	49737	655
1974	49762	629
1975	49786	604
1976	49808	579
1977	49831	554
1978	49853	529
1979	49938	504
1980	49963	479
1981	49987	453
1982	50009	428
1983	50031	403
1984	50052	378
1985	50075	352
1986	50101	327
1987	50124	302
1988	50146	277
1989	50166	252
1990	50188	226
1991	50214	201
1992	50238	176
1993	50259	151
1994	50284	126
1995	50308	100
1996	50331	75
1997	50356	50
1998	50379	25
1999	50401	0
